HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.ref_exp_1,Input.image_url_1,Input.line_no_1,Answer.better,Answer.id_1,Answer.line_no_1,Answer.understand,Approve,Reject
3LN50BUKPVBPEQ5V6M6LO47N5GFPLY,3XIJBB7LZ4PYPNUA62IN3K4LBME8QF,Select an object based on a description.,Read a one-line instruction and select the object identified by it. No typing necessary.,"instruction, NLP, language, robot, command",$0.03 ,Mon Oct 19 17:02:46 PDT 2015,3,BatchId:2129303;,1200,28800,Fri Oct 23 17:02:46 PDT 2015,,,3R6BYFZZP7CA9RUKW4I6BOKPR2OXFY,AJPQEZBVJXVE9,Approved,Mon Oct 19 17:27:54 PDT 2015,Mon Oct 19 17:28:37 PDT 2015,Tue Oct 20 01:28:37 PDT 2015,2015-10-20 08:33:10 UTC,,,43,100% (43/43),100% (43/43),100% (43/43),hand me the orange cube that is in front of you,https://s3.amazonaws.com/gmmdev/Round+9/Scene_G_Turk.jpg,654,no,object_3,654,yes,X,
3LN50BUKPVBPEQ5V6M6LO47N5GFPLY,3XIJBB7LZ4PYPNUA62IN3K4LBME8QF,Select an object based on a description.,Read a one-line instruction and select the object identified by it. No typing necessary.,"instruction, NLP, language, robot, command",$0.03 ,Mon Oct 19 17:02:46 PDT 2015,3,BatchId:2129303;,1200,28800,Fri Oct 23 17:02:46 PDT 2015,,,3TXMY6UCAEOJXI9YJOXD9A3TXM9CQ5,A3GUUW46FNRMS3,Approved,Mon Oct 19 17:16:32 PDT 2015,Mon Oct 19 17:17:14 PDT 2015,Tue Oct 20 01:17:14 PDT 2015,2015-10-20 08:18:16 UTC,,,42,100% (43/43),100% (31/31),100% (31/31),hand me the orange cube that is in front of you,https://s3.amazonaws.com/gmmdev/Round+9/Scene_G_Turk.jpg,654,yes,object_4,654,no,X,
3LOJFQ4BOXF55NKNGD3P9ADJ2X7KDC,3XIJBB7LZ4PYPNUA62IN3K4LBME8QF,Select an object based on a description.,Read a one-line instruction and select the object identified by it. No typing necessary.,"instruction, NLP, language, robot, command",$0.03 ,Mon Oct 19 17:02:47 PDT 2015,3,BatchId:2129303;,1200,28800,Fri Oct 23 17:02:47 PDT 2015,,,35GCEFQ6I5O4YAE6DR5P70B3WCIZ3P,A9FCR1QRZAM3U,Approved,Mon Oct 19 17:33:03 PDT 2015,Mon Oct 19 17:33:23 PDT 2015,Tue Oct 20 01:33:23 PDT 2015,2015-10-20 08:38:10 UTC,,,20,100% (143/143),100% (143/143),100% (143/143),"the orange cube is on right front of the robot, it is nearer to the robot and is in front of the vaseline bottle, there is a purple cube nearby",https://s3.amazonaws.com/gmmdev/Round+9/Scene_G_Turk.jpg,666,no,object_3,666,no,X,
3LOJFQ4BOXF55NKNGD3P9ADJ2X7KDC,3XIJBB7LZ4PYPNUA62IN3K4LBME8QF,Select an object based on a description.,Read a one-line instruction and select the object identified by it. No typing necessary.,"instruction, NLP, language, robot, command",$0.03 ,Mon Oct 19 17:02:47 PDT 2015,3,BatchId:2129303;,1200,28800,Fri Oct 23 17:02:47 PDT 2015,,,3D8YOU6S9EKM9U7EQ64FXB884L56UD,AJPQEZBVJXVE9,Approved,Mon Oct 19 17:33:02 PDT 2015,Mon Oct 19 17:33:26 PDT 2015,Tue Oct 20 01:33:26 PDT 2015,2015-10-20 08:38:10 UTC,,,24,100% (43/43),100% (43/43),100% (43/43),"the orange cube is on right front of the robot, it is nearer to the robot and is in front of the vaseline bottle, there is a purple cube nearby",https://s3.amazonaws.com/gmmdev/Round+9/Scene_G_Turk.jpg,666,yes,object_4,666,no,X,
3LOJFQ4BOXF55NKNGD3P9ADJ2X7KDC,3XIJBB7LZ4PYPNUA62IN3K4LBME8QF,Select an object based on a description.,Read a one-line instruction and select the object identified by it. No typing necessary.,"instruction, NLP, language, robot, command",$0.03 ,Mon Oct 19 17:02:47 PDT 2015,3,BatchId:2129303;,1200,28800,Fri Oct 23 17:02:47 PDT 2015,,,3UJ1CZ6IZHPABDFWWIZAQ4CKNT95SG,A3GR74EBCPGKKA,Approved,Mon Oct 19 17:28:57 PDT 2015,Mon Oct 19 17:30:31 PDT 2015,Tue Oct 20 01:30:31 PDT 2015,2015-10-20 08:33:14 UTC,,,94,100% (86/86),100% (86/86),100% (86/86),"the orange cube is on right front of the robot, it is nearer to the robot and is in front of the vaseline bottle, there is a purple cube nearby",https://s3.amazonaws.com/gmmdev/Round+9/Scene_G_Turk.jpg,666,yes,object_3,666,yes,X,
3LXX8KJXPW9CSOSL2PQGUVB2VH29O4,3XIJBB7LZ4PYPNUA62IN3K4LBME8QF,Select an object based on a description.,Read a one-line instruction and select the object identified by it. No typing necessary.,"instruction, NLP, language, robot, command",$0.03 ,Mon Oct 19 17:02:51 PDT 2015,3,BatchId:2129303;,1200,28800,Fri Oct 23 17:02:51 PDT 2015,,,33PPUNGG385WHCZ8OH6LPYEJ2QWZRR,A2SVNXNMD7E7EH,Approved,Mon Oct 19 17:18:04 PDT 2015,Mon Oct 19 17:19:01 PDT 2015,Tue Oct 20 01:19:01 PDT 2015,2015-10-20 08:23:11 UTC,,,57,100% (79/79),100% (79/79),100% (79/79),The cube behind the tape.,https://s3.amazonaws.com/gmmdev/Round+9/Scene_8_Turk.jpg,375,no,object_6,375,yes,X,
3LXX8KJXPW9CSOSL2PQGUVB2VH29O4,3XIJBB7LZ4PYPNUA62IN3K4LBME8QF,Select an object based on a description.,Read a one-line instruction and select the object identified by it. No typing necessary.,"instruction, NLP, language, robot, command",$0.03 ,Mon Oct 19 17:02:51 PDT 2015,3,BatchId:2129303;,1200,28800,Fri Oct 23 17:02:51 PDT 2015,,,37FMASSAYCRN6FT9SGW9PO6PORSBIU,A9FCR1QRZAM3U,Approved,Mon Oct 19 17:22:03 PDT 2015,Mon Oct 19 17:22:14 PDT 2015,Tue Oct 20 01:22:14 PDT 2015,2015-10-20 08:23:18 UTC,,,11,100% (143/143),100% (143/143),100% (143/143),The cube behind the tape.,https://s3.amazonaws.com/gmmdev/Round+9/Scene_8_Turk.jpg,375,no,object_5,375,no,X,
3LXX8KJXPW9CSOSL2PQGUVB2VH29O4,3XIJBB7LZ4PYPNUA62IN3K4LBME8QF,Select an object based on a description.,Read a one-line instruction and select the object identified by it. No typing necessary.,"instruction, NLP, language, robot, command",$0.03 ,Mon Oct 19 17:02:51 PDT 2015,3,BatchId:2129303;,1200,28800,Fri Oct 23 17:02:51 PDT 2015,,,3WQQ9FUS6AUUH9HWJUKICZCBLVO8BK,A3RL02A3JRAUS4,Approved,Mon Oct 19 17:30:54 PDT 2015,Mon Oct 19 17:31:05 PDT 2015,Tue Oct 20 01:31:05 PDT 2015,2015-10-20 08:33:16 UTC,,,11,100% (56/56),100% (56/56),100% (56/56),The cube behind the tape.,https://s3.amazonaws.com/gmmdev/Round+9/Scene_8_Turk.jpg,375,no,object_5,375,yes,X,
3M0556243SK3BDJM4WQVP2X885TFNO,3XIJBB7LZ4PYPNUA62IN3K4LBME8QF,Select an object based on a description.,Read a one-line instruction and select the object identified by it. No typing necessary.,"instruction, NLP, language, robot, command",$0.03 ,Mon Oct 19 17:02:49 PDT 2015,3,BatchId:2129303;,1200,28800,Fri Oct 23 17:02:49 PDT 2015,,,30IQTZXKAK6JCNFUTMZL8HXLL00X0V,A2ZRJMJTE6ID97,Approved,Mon Oct 19 17:35:30 PDT 2015,Mon Oct 19 17:35:56 PDT 2015,Tue Oct 20 01:35:56 PDT 2015,2015-10-20 08:38:16 UTC,,,26,100% (24/24),100% (24/24),100% (24/24),the orange cube in front of the petroleum jelly.,https://s3.amazonaws.com/gmmdev/Round+9/Scene_I_Turk.jpg,737,no,object_2,737,yes,X,
3M0556243SK3BDJM4WQVP2X885TFNO,3XIJBB7LZ4PYPNUA62IN3K4LBME8QF,Select an object based on a description.,Read a one-line instruction and select the object identified by it. No typing necessary.,"instruction, NLP, language, robot, command",$0.03 ,Mon Oct 19 17:02:49 PDT 2015,3,BatchId:2129303;,1200,28800,Fri Oct 23 17:02:49 PDT 2015,,,3AMW0RGHOD2HOA5A81R2PG7VRU2PNA,A13VIJ7G997ZCY,Approved,Mon Oct 19 17:35:01 PDT 2015,Mon Oct 19 17:35:07 PDT 2015,Tue Oct 20 01:35:07 PDT 2015,2015-10-20 08:38:13 UTC,,,6,100% (155/155),100% (135/135),100% (135/135),the orange cube in front of the petroleum jelly.,https://s3.amazonaws.com/gmmdev/Round+9/Scene_I_Turk.jpg,737,yes,object_2,737,yes,X,
3M0556243SK3BDJM4WQVP2X885TFNO,3XIJBB7LZ4PYPNUA62IN3K4LBME8QF,Select an object based on a description.,Read a one-line instruction and select the object identified by it. No typing necessary.,"instruction, NLP, language, robot, command",$0.03 ,Mon Oct 19 17:02:49 PDT 2015,3,BatchId:2129303;,1200,28800,Fri Oct 23 17:02:49 PDT 2015,,,3CCZ6YKWR7JS6YJXNCZJ997UV5K959,AJD3JOWNVDZD1,Approved,Mon Oct 19 17:35:20 PDT 2015,Mon Oct 19 17:35:39 PDT 2015,Tue Oct 20 01:35:39 PDT 2015,2015-10-20 08:38:15 UTC,,,19,100% (13/13),100% (13/13),100% (13/13),the orange cube in front of the petroleum jelly.,https://s3.amazonaws.com/gmmdev/Round+9/Scene_I_Turk.jpg,737,no,object_2,737,yes,X,
3M67TQBQQHONQKYKS6LYT0RX60Y9A5,3XIJBB7LZ4PYPNUA62IN3K4LBME8QF,Select an object based on a description.,Read a one-line instruction and select the object identified by it. No typing necessary.,"instruction, NLP, language, robot, command",$0.03 ,Mon Oct 19 17:02:40 PDT 2015,3,BatchId:2129303;,1200,28800,Fri Oct 23 17:02:40 PDT 2015,,,30BUDKLTXDV91UAEVNF51N85M2ZE5N,AIUKV0KVALMY6,Approved,Mon Oct 19 17:23:46 PDT 2015,Mon Oct 19 17:24:06 PDT 2015,Tue Oct 20 01:24:06 PDT 2015,2015-10-20 08:28:11 UTC,,,20,100% (102/102),100% (101/101),100% (101/101),please get me the orange cube  that is the right most,https://s3.amazonaws.com/gmmdev/Round+9/Scene_C_Turk.jpg,493,no,object_1,493,yes,X,
3M67TQBQQHONQKYKS6LYT0RX60Y9A5,3XIJBB7LZ4PYPNUA62IN3K4LBME8QF,Select an object based on a description.,Read a one-line instruction and select the object identified by it. No typing necessary.,"instruction, NLP, language, robot, command",$0.03 ,Mon Oct 19 17:02:40 PDT 2015,3,BatchId:2129303;,1200,28800,Fri Oct 23 17:02:40 PDT 2015,,,3HRMW88U16Q8IBGQFFXCX0HNEWD0MB,A177EXELDLWTWV,Approved,Mon Oct 19 17:05:02 PDT 2015,Mon Oct 19 17:05:09 PDT 2015,Tue Oct 20 01:05:09 PDT 2015,2015-10-20 08:08:10 UTC,,,7,100% (48/48),100% (48/48),100% (48/48),please get me the orange cube  that is the right most,https://s3.amazonaws.com/gmmdev/Round+9/Scene_C_Turk.jpg,493,no,object_1,493,yes,X,
3M67TQBQQHONQKYKS6LYT0RX60Y9A5,3XIJBB7LZ4PYPNUA62IN3K4LBME8QF,Select an object based on a description.,Read a one-line instruction and select the object identified by it. No typing necessary.,"instruction, NLP, language, robot, command",$0.03 ,Mon Oct 19 17:02:40 PDT 2015,3,BatchId:2129303;,1200,28800,Fri Oct 23 17:02:40 PDT 2015,,,3LS2AMNW5FQK67619T644AXAM0ROQD,A1TTA3N401CZTS,Approved,Mon Oct 19 17:15:15 PDT 2015,Mon Oct 19 17:15:27 PDT 2015,Tue Oct 20 01:15:27 PDT 2015,2015-10-20 08:18:13 UTC,,,12,100% (13/13),100% (12/12),100% (12/12),please get me the orange cube  that is the right most,https://s3.amazonaws.com/gmmdev/Round+9/Scene_C_Turk.jpg,493,no,object_1,493,yes,X,
3M67TQBQQHONQKYKS6LYT0RX60ZA97,3XIJBB7LZ4PYPNUA62IN3K4LBME8QF,Select an object based on a description.,Read a one-line instruction and select the object identified by it. No typing necessary.,"instruction, NLP, language, robot, command",$0.03 ,Mon Oct 19 17:02:46 PDT 2015,3,BatchId:2129303;,1200,28800,Fri Oct 23 17:02:46 PDT 2015,,,3AQF3RZ558IXQCAOVH9GBB75UYQ6FE,AJPQEZBVJXVE9,Approved,Mon Oct 19 17:31:19 PDT 2015,Mon Oct 19 17:31:47 PDT 2015,Tue Oct 20 01:31:47 PDT 2015,2015-10-20 08:33:18 UTC,,,28,100% (43/43),100% (43/43),100% (43/43),"The orange cube is in front of the robot, and it is placed in between yellow and brown cup and there is a chili in front of the orange cube",https://s3.amazonaws.com/gmmdev/Round+9/Scene_6_Turk.jpg,267,yes,object_3,267,no,X,
3M67TQBQQHONQKYKS6LYT0RX60ZA97,3XIJBB7LZ4PYPNUA62IN3K4LBME8QF,Select an object based on a description.,Read a one-line instruction and select the object identified by it. No typing necessary.,"instruction, NLP, language, robot, command",$0.03 ,Mon Oct 19 17:02:46 PDT 2015,3,BatchId:2129303;,1200,28800,Fri Oct 23 17:02:46 PDT 2015,,,3B4YI393V9WBHFD78ECIJFMC1DGSS4,A9FCR1QRZAM3U,Approved,Mon Oct 19 17:31:17 PDT 2015,Mon Oct 19 17:31:35 PDT 2015,Tue Oct 20 01:31:35 PDT 2015,2015-10-20 08:33:17 UTC,,,18,100% (143/143),100% (143/143),100% (143/143),"The orange cube is in front of the robot, and it is placed in between yellow and brown cup and there is a chili in front of the orange cube",https://s3.amazonaws.com/gmmdev/Round+9/Scene_6_Turk.jpg,267,no,object_5,267,no,X,
3M67TQBQQHONQKYKS6LYT0RX60ZA97,3XIJBB7LZ4PYPNUA62IN3K4LBME8QF,Select an object based on a description.,Read a one-line instruction and select the object identified by it. No typing necessary.,"instruction, NLP, language, robot, command",$0.03 ,Mon Oct 19 17:02:46 PDT 2015,3,BatchId:2129303;,1200,28800,Fri Oct 23 17:02:46 PDT 2015,,,3ZY8KE4ISJ3FWRFYA5SIZ2RIITQQVJ,A2WKZI3JQCE3Z6,Approved,Mon Oct 19 17:31:14 PDT 2015,Mon Oct 19 17:31:34 PDT 2015,Tue Oct 20 01:31:34 PDT 2015,2015-10-20 08:33:17 UTC,,,20,100% (90/90),100% (90/90),100% (90/90),"The orange cube is in front of the robot, and it is placed in between yellow and brown cup and there is a chili in front of the orange cube",https://s3.amazonaws.com/gmmdev/Round+9/Scene_6_Turk.jpg,267,yes,object_3,267,no,X,
3MA5N0ATTCB4ETKEX88F1Y249DDWKX,3XIJBB7LZ4PYPNUA62IN3K4LBME8QF,Select an object based on a description.,Read a one-line instruction and select the object identified by it. No typing necessary.,"instruction, NLP, language, robot, command",$0.03 ,Mon Oct 19 17:02:41 PDT 2015,3,BatchId:2129303;,1200,28800,Fri Oct 23 17:02:41 PDT 2015,,,39DD6S19JPB788U32BMLQRF0N17ZEF,A9FCR1QRZAM3U,Approved,Mon Oct 19 17:24:00 PDT 2015,Mon Oct 19 17:24:14 PDT 2015,Tue Oct 20 01:24:14 PDT 2015,2015-10-20 08:28:11 UTC,,,14,100% (143/143),100% (143/143),100% (143/143),"The orange block on the robot's far left, between two purple objects.",https://s3.amazonaws.com/gmmdev/Round+9/Scene_2_Turk.jpg,101,no,object_6,101,yes,X,
3MA5N0ATTCB4ETKEX88F1Y249DDWKX,3XIJBB7LZ4PYPNUA62IN3K4LBME8QF,Select an object based on a description.,Read a one-line instruction and select the object identified by it. No typing necessary.,"instruction, NLP, language, robot, command",$0.03 ,Mon Oct 19 17:02:41 PDT 2015,3,BatchId:2129303;,1200,28800,Fri Oct 23 17:02:41 PDT 2015,,,3A7Y0R2P2OOQETGGFU9RQMCHK96JXO,AIUKV0KVALMY6,Approved,Mon Oct 19 17:34:18 PDT 2015,Mon Oct 19 17:34:34 PDT 2015,Tue Oct 20 01:34:34 PDT 2015,2015-10-20 08:38:12 UTC,,,16,100% (102/102),100% (101/101),100% (101/101),"The orange block on the robot's far left, between two purple objects.",https://s3.amazonaws.com/gmmdev/Round+9/Scene_2_Turk.jpg,101,no,object_6,101,yes,X,
3MA5N0ATTCB4ETKEX88F1Y249DDWKX,3XIJBB7LZ4PYPNUA62IN3K4LBME8QF,Select an object based on a description.,Read a one-line instruction and select the object identified by it. No typing necessary.,"instruction, NLP, language, robot, command",$0.03 ,Mon Oct 19 17:02:41 PDT 2015,3,BatchId:2129303;,1200,28800,Fri Oct 23 17:02:41 PDT 2015,,,3FTYUGLFSUL49OWEZS4LV5QKMQZ5DM,A2SVNXNMD7E7EH,Approved,Mon Oct 19 17:26:52 PDT 2015,Mon Oct 19 17:34:48 PDT 2015,Tue Oct 20 01:34:48 PDT 2015,2015-10-20 08:38:13 UTC,,,476,100% (79/79),100% (79/79),100% (79/79),"The orange block on the robot's far left, between two purple objects.",https://s3.amazonaws.com/gmmdev/Round+9/Scene_2_Turk.jpg,101,no,object_1,101,yes,X,
3MDWE879UH2S9U3CYKLUOBB3OIJ9B0,3XIJBB7LZ4PYPNUA62IN3K4LBME8QF,Select an object based on a description.,Read a one-line instruction and select the object identified by it. No typing necessary.,"instruction, NLP, language, robot, command",$0.03 ,Mon Oct 19 17:02:43 PDT 2015,3,BatchId:2129303;,1200,28800,Fri Oct 23 17:02:43 PDT 2015,,,323Q6SJS8IGDN1U5R00K82WV3C5FHN,A13VIJ7G997ZCY,Approved,Mon Oct 19 17:19:02 PDT 2015,Mon Oct 19 17:19:09 PDT 2015,Tue Oct 20 01:19:09 PDT 2015,2015-10-20 08:23:11 UTC,,,7,100% (155/155),100% (135/135),100% (135/135),please get me the orange cube  behind the pepper,https://s3.amazonaws.com/gmmdev/Round+9/Scene_E_Turk.jpg,580,no,object_2,580,yes,X,
3MDWE879UH2S9U3CYKLUOBB3OIJ9B0,3XIJBB7LZ4PYPNUA62IN3K4LBME8QF,Select an object based on a description.,Read a one-line instruction and select the object identified by it. No typing necessary.,"instruction, NLP, language, robot, command",$0.03 ,Mon Oct 19 17:02:43 PDT 2015,3,BatchId:2129303;,1200,28800,Fri Oct 23 17:02:43 PDT 2015,,,3OVHNO1VE612G2G36GB1K9XFNP4ZDK,A36LOA6VLJU157,Approved,Mon Oct 19 17:06:27 PDT 2015,Mon Oct 19 17:06:37 PDT 2015,Tue Oct 20 01:06:37 PDT 2015,2015-10-20 08:08:13 UTC,,,10,100% (40/40),100% (40/40),100% (40/40),please get me the orange cube  behind the pepper,https://s3.amazonaws.com/gmmdev/Round+9/Scene_E_Turk.jpg,580,yes,object_2,580,no,X,
3MDWE879UH2S9U3CYKLUOBB3OIJ9B0,3XIJBB7LZ4PYPNUA62IN3K4LBME8QF,Select an object based on a description.,Read a one-line instruction and select the object identified by it. No typing necessary.,"instruction, NLP, language, robot, command",$0.03 ,Mon Oct 19 17:02:43 PDT 2015,3,BatchId:2129303;,1200,28800,Fri Oct 23 17:02:43 PDT 2015,,,3VNL7UK1XFJ3SAL0RUH9MLZJE6YTF9,A18I566TMVVSFQ,Approved,Mon Oct 19 17:04:56 PDT 2015,Mon Oct 19 17:05:07 PDT 2015,Tue Oct 20 01:05:07 PDT 2015,2015-10-20 08:08:10 UTC,,,11,100% (13/13),100% (13/13),100% (13/13),please get me the orange cube  behind the pepper,https://s3.amazonaws.com/gmmdev/Round+9/Scene_E_Turk.jpg,580,yes,object_2,580,no,X,
3MG8450X2OASXGSPF0YMFR36I78PUS,3XIJBB7LZ4PYPNUA62IN3K4LBME8QF,Select an object based on a description.,Read a one-line instruction and select the object identified by it. No typing necessary.,"instruction, NLP, language, robot, command",$0.03 ,Mon Oct 19 17:02:52 PDT 2015,3,BatchId:2129303;,1200,28800,Fri Oct 23 17:02:52 PDT 2015,,,38F71OA9GTWZFFVGIXGX074RKY3MF2,A9FCR1QRZAM3U,Approved,Mon Oct 19 17:17:35 PDT 2015,Mon Oct 19 17:17:43 PDT 2015,Tue Oct 20 01:17:43 PDT 2015,2015-10-20 08:18:16 UTC,,,8,100% (143/143),100% (143/143),100% (143/143),it is the orange cube between the vaseline and tan bowl,https://s3.amazonaws.com/gmmdev/Round+9/Scene_A_Turk.jpg,423,no,object_2,423,yes,X,
3MG8450X2OASXGSPF0YMFR36I78PUS,3XIJBB7LZ4PYPNUA62IN3K4LBME8QF,Select an object based on a description.,Read a one-line instruction and select the object identified by it. No typing necessary.,"instruction, NLP, language, robot, command",$0.03 ,Mon Oct 19 17:02:52 PDT 2015,3,BatchId:2129303;,1200,28800,Fri Oct 23 17:02:52 PDT 2015,,,3JBT3HLQF82B5ZJTBP2WK3E4187PZO,A1TTA3N401CZTS,Approved,Mon Oct 19 17:13:56 PDT 2015,Mon Oct 19 17:14:15 PDT 2015,Tue Oct 20 01:14:15 PDT 2015,2015-10-20 08:18:10 UTC,,,19,100% (13/13),100% (12/12),100% (12/12),it is the orange cube between the vaseline and tan bowl,https://s3.amazonaws.com/gmmdev/Round+9/Scene_A_Turk.jpg,423,yes,object_2,423,yes,X,
3MG8450X2OASXGSPF0YMFR36I78PUS,3XIJBB7LZ4PYPNUA62IN3K4LBME8QF,Select an object based on a description.,Read a one-line instruction and select the object identified by it. No typing necessary.,"instruction, NLP, language, robot, command",$0.03 ,Mon Oct 19 17:02:52 PDT 2015,3,BatchId:2129303;,1200,28800,Fri Oct 23 17:02:52 PDT 2015,,,3TOK3KHVJTIA0P1MDUXY4JGFHA1O7H,A13VIJ7G997ZCY,Approved,Mon Oct 19 17:29:14 PDT 2015,Mon Oct 19 17:29:21 PDT 2015,Tue Oct 20 01:29:21 PDT 2015,2015-10-20 08:33:11 UTC,,,7,100% (155/155),100% (135/135),100% (135/135),it is the orange cube between the vaseline and tan bowl,https://s3.amazonaws.com/gmmdev/Round+9/Scene_A_Turk.jpg,423,no,object_2,423,yes,X,
3MGHRFQY2LP6Q88A8GGL3B8B6N6Y0R,3XIJBB7LZ4PYPNUA62IN3K4LBME8QF,Select an object based on a description.,Read a one-line instruction and select the object identified by it. No typing necessary.,"instruction, NLP, language, robot, command",$0.03 ,Mon Oct 19 17:02:38 PDT 2015,3,BatchId:2129303;,1200,28800,Fri Oct 23 17:02:38 PDT 2015,,,3F1567XTNW5HZK2V74NM7K2LR15Q91,A3GR74EBCPGKKA,Approved,Mon Oct 19 17:22:16 PDT 2015,Mon Oct 19 17:22:34 PDT 2015,Tue Oct 20 01:22:34 PDT 2015,2015-10-20 08:23:19 UTC,,,18,100% (86/86),100% (86/86),100% (86/86),Give me the orange cube behind the wooden bowl.,https://s3.amazonaws.com/gmmdev/Round+9/Scene_A_Turk.jpg,432,yes,object_3,432,no,X,
3MGHRFQY2LP6Q88A8GGL3B8B6N6Y0R,3XIJBB7LZ4PYPNUA62IN3K4LBME8QF,Select an object based on a description.,Read a one-line instruction and select the object identified by it. No typing necessary.,"instruction, NLP, language, robot, command",$0.03 ,Mon Oct 19 17:02:38 PDT 2015,3,BatchId:2129303;,1200,28800,Fri Oct 23 17:02:38 PDT 2015,,,3H7Z272LX77R0A2PWOBNCO36MZ2LP4,A3RL02A3JRAUS4,Approved,Mon Oct 19 17:29:58 PDT 2015,Mon Oct 19 17:30:19 PDT 2015,Tue Oct 20 01:30:19 PDT 2015,2015-10-20 08:33:14 UTC,,,21,100% (56/56),100% (56/56),100% (56/56),Give me the orange cube behind the wooden bowl.,https://s3.amazonaws.com/gmmdev/Round+9/Scene_A_Turk.jpg,432,yes,object_X,432,no,X,
3MGHRFQY2LP6Q88A8GGL3B8B6N6Y0R,3XIJBB7LZ4PYPNUA62IN3K4LBME8QF,Select an object based on a description.,Read a one-line instruction and select the object identified by it. No typing necessary.,"instruction, NLP, language, robot, command",$0.03 ,Mon Oct 19 17:02:38 PDT 2015,3,BatchId:2129303;,1200,28800,Fri Oct 23 17:02:38 PDT 2015,,,3LOZAJ85YDDQ8XI8893ZR5Q0IYK2XK,A13VIJ7G997ZCY,Approved,Mon Oct 19 17:28:02 PDT 2015,Mon Oct 19 17:28:10 PDT 2015,Tue Oct 20 01:28:10 PDT 2015,2015-10-20 08:33:09 UTC,,,8,100% (155/155),100% (135/135),100% (135/135),Give me the orange cube behind the wooden bowl.,https://s3.amazonaws.com/gmmdev/Round+9/Scene_A_Turk.jpg,432,yes,object_3,432,yes,X,
3MJ9GGZYO36CQ0DL7X6JJDJJ0UP2A7,3XIJBB7LZ4PYPNUA62IN3K4LBME8QF,Select an object based on a description.,Read a one-line instruction and select the object identified by it. No typing necessary.,"instruction, NLP, language, robot, command",$0.03 ,Mon Oct 19 17:02:47 PDT 2015,3,BatchId:2129303;,1200,28800,Fri Oct 23 17:02:47 PDT 2015,,,3J2UYBXQQLC6T8VYSZQV84K1OW0609,A13VIJ7G997ZCY,Approved,Mon Oct 19 17:22:29 PDT 2015,Mon Oct 19 17:22:37 PDT 2015,Tue Oct 20 01:22:37 PDT 2015,2015-10-20 08:23:19 UTC,,,8,100% (155/155),100% (135/135),100% (135/135),Orange cube in front of the vaseline,https://s3.amazonaws.com/gmmdev/Round+9/Scene_G_Turk.jpg,667,yes,object_3,667,yes,X,
3MJ9GGZYO36CQ0DL7X6JJDJJ0UP2A7,3XIJBB7LZ4PYPNUA62IN3K4LBME8QF,Select an object based on a description.,Read a one-line instruction and select the object identified by it. No typing necessary.,"instruction, NLP, language, robot, command",$0.03 ,Mon Oct 19 17:02:47 PDT 2015,3,BatchId:2129303;,1200,28800,Fri Oct 23 17:02:47 PDT 2015,,,3JNQLM5FT4MV831JUQ0BGBVDBPAL2H,A2WKZI3JQCE3Z6,Approved,Mon Oct 19 17:26:53 PDT 2015,Mon Oct 19 17:27:01 PDT 2015,Tue Oct 20 01:27:01 PDT 2015,2015-10-20 08:28:19 UTC,,,8,100% (90/90),100% (90/90),100% (90/90),Orange cube in front of the vaseline,https://s3.amazonaws.com/gmmdev/Round+9/Scene_G_Turk.jpg,667,yes,object_3,667,no,X,
3MJ9GGZYO36CQ0DL7X6JJDJJ0UP2A7,3XIJBB7LZ4PYPNUA62IN3K4LBME8QF,Select an object based on a description.,Read a one-line instruction and select the object identified by it. No typing necessary.,"instruction, NLP, language, robot, command",$0.03 ,Mon Oct 19 17:02:47 PDT 2015,3,BatchId:2129303;,1200,28800,Fri Oct 23 17:02:47 PDT 2015,,,3TXMY6UCAEOJXI9YJOXD9A3TXM9QCJ,A333STM8M95GJX,Approved,Mon Oct 19 17:31:55 PDT 2015,Mon Oct 19 17:32:11 PDT 2015,Tue Oct 20 01:32:11 PDT 2015,2015-10-20 08:33:19 UTC,,,16,100% (39/39),100% (39/39),100% (39/39),Orange cube in front of the vaseline,https://s3.amazonaws.com/gmmdev/Round+9/Scene_G_Turk.jpg,667,yes,object_3,667,no,X,
3MJ9GGZYO36CQ0DL7X6JJDJJ0UPA2F,3XIJBB7LZ4PYPNUA62IN3K4LBME8QF,Select an object based on a description.,Read a one-line instruction and select the object identified by it. No typing necessary.,"instruction, NLP, language, robot, command",$0.03 ,Mon Oct 19 17:02:43 PDT 2015,3,BatchId:2129303;,1200,28800,Fri Oct 23 17:02:43 PDT 2015,,,34QN5IT0TZRTXMEMLENTSIGSURQ08P,A3RL02A3JRAUS4,Approved,Mon Oct 19 17:19:52 PDT 2015,Mon Oct 19 17:20:25 PDT 2015,Tue Oct 20 01:20:25 PDT 2015,2015-10-20 08:23:14 UTC,,,33,100% (56/56),100% (56/56),100% (56/56),it is the orange cube between the spoon and ice cream scoop,https://s3.amazonaws.com/gmmdev/Round+9/Scene_4_Turk.jpg,175,no,object_4,175,yes,X,
